"holder","segment","hectares","licenses","mining_lics","main_commodities","lics_in_default_2025","status"
"RHEMA MINING COOPERATIVE SOCIETY LIMITED","critical_battery","7","1","1","Malachite/Lead/Zinc","0","researched_no_channel"
"MIHA MINING INVESTMENT LIMITED","gold","7","1","1","Gold","1","researched_no_channel"
"Mazalazambwe Multi-purpose Co-operative Society Limited","critical_battery","7","1","1","Iron Ore/Lead/Nickel","0","researched_no_channel"
"Luchisaka Mining and Development Cooperative Limited","gemstones","7","1","1","Granite/Mica/Gold","0","never_researched"
"Kilobo Multi-purpose Cooperative Society Limited","gold","7","1","1","Gold/Copper/Cobalt","0","never_researched"
"Kennados Mining Ventures Co-operative Society Limited","gemstones","7","1","1","Silica/Tantalum/Tin","0","never_researched"
"Kozoo mining multi -purpose cooperative society Limited","gold","7","1","1","Sand/Limestone (General)/Gold","0","never_researched"
"Shalom Wesu Multi-purpose Co-operative Society Limited","critical_battery","7","1","1","Sand/Manganese/Zinc","0","never_researched"
"Kudinkaku Multi-Purpose Society Limited","critical_battery","7","1","1","Limestone (General)/Lead/Zinc","1","never_researched"
"Katotebujo Mullti-Purpose Co-operative Limited","gemstones","7","1","1","Iron Ore/Manganese/Silver","0","never_researched"
"Sianzovu Community Mining Cooperative","gemstones","7","1","1","Quartz/Nickel/Manganese","1","researched_no_channel"
"Katuzumanana Mining Co-operative Society Limited","gold","7","1","1","Gold","1","never_researched"
"SHIWANGANDU MULTI PURPOSE CO-OPERATIVE SOCIETY LIMITED","critical_battery","7","1","1","Manganese/Quartz/Limestone (General)","0","never_researched"
"Kauzu Nkhunzi Mining Cooperative Society Limited","gemstones","7","1","1","Quartz/Tourmaline/Gold","0","never_researched"
"Kwetu Multi Purpose Co-operative Society Limited","gold","7","1","1","Quartz/Gold","1","never_researched"
"Lilayi Talc Mine Association","gold","7","1","1","Gold","0","never_researched"
"Save Lives Multi- Purpose Co-operative Limited","critical_battery","7","1","1","Gold/Manganese/Cobalt","1","never_researched"
"Sangalala General Trading Limited","gold","7","1","1","Gold/Copper","1","researched_no_channel"
"Luapula Women In Extractive Mining Co-operative Society Limited","critical_battery","7","1","1","Iron Ore/Manganese/Quartz","0","never_researched"
"SANAABIL INVESTMENTS LIMITED","gold","7","1","1","Gold","1","never_researched"
"Kyuulu Mutezhi Multi-purpose Co-operative Society Limited","gemstones","7","1","1","Iron Ore/Gold/Zinc","0","never_researched"
"Kyasalaula Multi-Purpose Co-operative Society Limited","gemstones","7","1","1","Nickel/Quartz/Gold","1","researched_no_channel"
"Lavuponde Multi - Cooperative Society Limited","gemstones","7","1","1","Gold/Iron Ore/Manganese","1","never_researched"
"Libra Mining Limited","gold","7","1","1","Gold","1","never_researched"
"Liang Yun Company Limited","base_metals","7","1","1","Copper/Cobalt","1","researched_no_channel"
"Mpavu Multi-Purpose Cooperative Society Limited","gemstones","7","1","1","Quartz/Niobium (Columbium)/Aquamarine","1","never_researched"
"namundela mining co-operative society limited","gemstones","7","1","1","Gold/Emerald/Manganese","1","never_researched"
"NALEYE BLOCKS AND MINING MINERAL PROCESSING LIMITED","gold","7","1","1","Gold/Copper","1","never_researched"
"Pachida Mining Cooperative Society Limited","gemstones","7","1","1","Iron Ore/Quartz/Tourmaline","1","never_researched"
"New Generation Multi-purpose Co-operative Society Limited","gemstones","7","1","1","Emerald/Copper/Cobalt","0","never_researched"
"NELEMU MULTI-PURPOSE  CO-OPERATIVE LIMITED","gemstones","7","1","1","Lead/Iron Ore/Anhydrite","0","never_researched"
"Mwaze Village Multi Purpose Cooperative","gold","7","1","1","Gold/Copper","1","researched_no_channel"
"Mwaze Multipurpose Co-operative Society Limited","gold","7","1","1","Iron Ore/Gold/Copper","0","researched_no_channel"
"Mweengwe Multi-Purpose Cooperative","gold","7","1","1","Gold/Lead/Cobalt","0","researched_no_channel"
"Nabasuntwe Mining Ventures Co-operative Society Limited","gemstones","7","1","1","Garnet/Feldspar/Iron Ore","0","never_researched"
"Myafi Mining Co-orperative Multi- Purpose Society","gemstones","7","1","1","Saprolite/Rare EarthsElements/Tourmaline","1","never_researched"
"NGABWE KAPANDE MINING CO-OPERATIVE SOCIETY  LIMITED","gemstones","7","1","1","Quartz/Manganese/Tin","0","never_researched"
"NKUSULULU MULTPURPOSE CO-OPERATIVE SOCIETY LIMITED","gemstones","7","1","1","Mineral Sands/Silver/Gold","0","never_researched"
"Nkulundundu Multi-purpose Cooperative","gold","7","1","1","Quartz/Silica/Zinc","0","never_researched"
"NOK Mining Co-Operative Society Limited","gemstones","7","1","1","Manganese/Granite/Tourmaline","1","never_researched"
"Nyanswa Mining Multi-Purpose Co-Operative Society Limited","gold","7","1","1","Iron Ore/Lead/Zinc","1","never_researched"
"Nyungu Artisanal Mining Multipurpose Co-operative Society Limited","gold","7","1","1","Mineral Sands/Silica/Gold","1","never_researched"
"ONKOT SOLUTIONS LIMITED","gold","7","1","1","Gold/Copper","1","researched_no_channel"
"N'gandu Mining Co-operative Society Limited","gemstones","7","1","1","Iron Ore/Gravel/Lead","1","never_researched"
"Onkod Investments Limited","gold","7","1","1","Gold/Copper","1","never_researched"
"Nkasekelela Multi-purpose Cooperative Society Limited","gold","7","1","1","Iron Ore/Lead/Silver","0","never_researched"
"Nkasekelela Multi-purpose cooperative society","gemstones","7","1","1","Gold/Malachite/Copper","0","researched_no_channel"
"Mwaze Mining Co-operative Society Limited","gold","7","1","1","Iron Ore/Gold/Copper","0","never_researched"
"Mukuni Mining Cooperative Society Limited","gemstones","7","1","1","Tourmaline/Zinc/Copper","1","never_researched"
"MUKUNGULE MULTI PURPOSE CO-OPERATIVE SOCIETY LIMITED","gold","7","1","1","Gold/Copper","0","never_researched"
"Mukuta Bulongo Multipurpose Society Limited","gold","7","1","1","Gold","1","never_researched"
"Munalu Small Scale Mining Co-operative Society Limited","critical_battery","7","1","1","Tantalum/Tin/Tungsten","1","researched_no_channel"
"Mulev Mining And Agricultural Multi Purpose Cooperative Society Limited","gemstones","7","1","1","Manganese/Quartz/Silica","1","never_researched"
"Mufwashi Mining Cooperative Society Limited","gemstones","7","1","1","Gold/Iron Ore/Tourmaline","1","never_researched"
"Mufumbwe Mining Multi-purpose Co-operative Society Limited","critical_battery","7","1","1","Quartz/Nickel/Rare EarthsElements","1","never_researched"
"Mufwashi New Multi-purpose Co-operative Society Limited","gold","7","1","1","Lead/Zinc/Gold","1","never_researched"
"Mukala Mineral  Co-operation Society Limited","gold","7","1","1","Gold/Copper/Cobalt","1","never_researched"
"Mugwazo Mining Co-operative Society Limited","gold","7","1","1","Gold/Copper/Cobalt","1","researched_no_channel"
"Munyumakazi Mining Cooperative Limited","critical_battery","7","1","1","Iron Ore/Manganese/Copper","0","never_researched"
"Muyongo Shilenga Small Scale Mining Co-operative Society Limited","critical_battery","7","1","1","Lead/Manganese/Zinc","1","never_researched"
"Muwamba Nyama Mining & Agricultural Cooperative Society","gemstones","7","1","1","Tourmaline","1","never_researched"
"PEOPLE'S MULTI- PURPOSE CO-OPERATIVE SOCIETY LIMITED","gemstones","7","1","1","Nickel/Anhydrite/Zinc","0","never_researched"
"Mwatwiinda Multi Purpose Co-operative Society Limited","gemstones","7","1","1","Gold/Quartz/Amethyst","0","never_researched"
"Mwapanda Corner Multi-Purpose Co-operative Society Limited","critical_battery","7","1","1","Mineral Sands/Manganese/Sand","0","never_researched"
"MUTABI MUTANZI MULTI-PURPOSE CO-OPERATIVE SOCIETY","critical_battery","7","1","1","Manganese/Gold/Copper","1","never_researched"
"MUSOKONTWELELE MINING CO-OPERATIVE SOCIETY LIMITED","critical_battery","7","1","1","Manganese/Gold/Copper","0","never_researched"
"Mutane Akose Mining Coorperative Society Limited","critical_battery","7","1","1","Manganese/Sand/Silica","1","researched_no_channel"
"Phillip Mining Cooperative Society Limited","gemstones","7","1","1","Limestone (General)/Gold/Manganese","1","never_researched"
"MUTUPA MINING MULT-PURPOSE COOPERATIVE SOCIETY LIMITED","construction_materials","7","1","1","Stone/Sand/Granite","0","researched_no_channel"
"Siavonga Mining Multi-Purpose Co-operative Limited","gemstones","7","1","1","Gold/Silica/Tantalum","0","never_researched"
"Graspers  Multi- Purpose Co-Operative Society Limited","gold","7","1","1","Iron Ore/Lead/Zinc","1","never_researched"
"golden silk multi-purpose co-operative society limited","critical_battery","7","1","1","Manganese/Gold/Copper","0","never_researched"
"GULF RESOURCES INTERNATIONAL LIMITED","base_metals","7","1","1","Copper/Aluminum (Other)/Aluminum (General)","1","never_researched"
"Hanuunka Mining Cooperative Society LIMITED","industrial_minerals","7","1","1","Sandstone/Stone/Sand and Gravel","1","never_researched"
"Habib Bey Logistics Limited","gold","7","1","1","Gold","1","never_researched"
"Towhid Trading Limited","gold","7","1","1","Gold","0","never_researched"
"Fromlight Investments Limited","gold","7","1","1","Gold","1","never_researched"
"TILITOSE CHIMUTENGO MULTIPURPOSE COOPERATIVE SOCIETY LIMITED","gemstones","7","1","1","Nickel/Anhydrite/Zinc","1","never_researched"
"GEO HUB ENTERPRISE LIMITED","gold","7","1","1","Gold/Copper","0","never_researched"
"Gateway Express Logistics Limited","gold","7","1","1","Gold","1","never_researched"
"Happening Multi-purpose Co-operative Society Limited","critical_battery","7","1","1","Silica/Manganese/Copper","1","never_researched"
"David Chikopa Enterprises","gold","7","1","1","Iron Ore/Lead/Zinc","1","never_researched"
"Howler Construction Limited","gold","7","1","0","Silica/Silver/Quartz","1","never_researched"
"Ilola Datamuka Multi Purpose Co-operative Limited","critical_battery","7","1","1","Nickel/Gold/Copper","1","never_researched"
"INTERNAL MINDSET CO-OPERTIVE LIMITED","gold","7","1","1","Gold","1","never_researched"
"ILYAS INVESTMENTS LIMITED","gold","7","1","1","Gold","1","never_researched"
"Helment Boot-Mining Multi-purpose Cooperative Society Limited","gemstones","7","1","1","Mica/Lithium/Tantalum","1","never_researched"
"Havillah Multi-purpose Co-operative Limited","gemstones","7","1","1","Gemstones/Gold/Cobalt","0","never_researched"
"Hillpot Mining Multipurpose Cooperative","critical_battery","7","1","1","Manganese/Gold/Copper","1","researched_no_channel"
"Superdeal Investments Limited","base_metals","7","1","1","Zinc/Lead","1","researched_no_channel"
"Honley Investment Limited","gold","7","1","1","Lead/Gold/Copper","1","never_researched"
"EASTNET MULTI-PURPOSE CO-OPERATIVE SOCIETY LIMITED","gemstones","7","1","1","Nickel/Anhydrite/Zinc","0","never_researched"
"Eagle Eye Mining Multi-purpose Co-operative Society","gemstones","7","1","1","Lead/Iron Ore/Silica","1","researched_no_channel"
"ECO MINING CO-OPERATIVE SOCIETY LIMITED","gold","7","1","1","Iron Ore/Silver/Zinc","0","never_researched"
"TWAYUKA MINING COOPERATIVE SOCIETY LIMITED","gemstones","7","1","1","Limestone (General)/Lead/Nickel","1","never_researched"
"TWEENDE CHILOBE MULTIPURPOSE COOPERATIVE SOCIETY LIMITED","gemstones","7","1","1","Mica/Fluorine-Fluorite/Tourmaline","1","researched_no_channel"
"Upper Hands Mining Co-operative Society Limited","industrial_minerals","7","1","1","Quartz/Granite","1","researched_no_channel"
"DIGI MINERALS MULTI-PURPOSE COOPERATIVE","gold","7","1","1","Gold","0","never_researched"
"Doug Morgar Multi Purpose Co-operate Society","gemstones","7","1","1","Amethyst","0","researched_no_channel"
"DPKF Commercial Limited","gold","7","1","1","Gold/Copper","1","never_researched"
"Doug-Morgar Mult-Purpose Co-operative Society","gemstones","7","1","1","Tantalum/Tin/Amethyst","0","never_researched"
"Twaima Youth Muilti Purpose Co-operative","critical_battery","7","1","1","Manganese","1","researched_no_channel"
"Equitable Zambian Mining and Minerals Cooperative Society Limited","gemstones","7","1","1","Gold/Manganese/Mineral Sands","1","never_researched"
"Tukali Youth Multi-Purpose Co-operative","gold","7","1","1","Gold/Copper/Cobalt","0","never_researched"
"Fair People Multi-Purpose Cooperative Society Limited","gemstones","7","1","1","Coal/Cobalt/Citrine","1","never_researched"
"Founded Business Trust Refineries Zambia Limited","gold","7","1","1","Gold","1","never_researched"
"Fisanamano Multi-Purpose Co-operative Society Limited","critical_battery","7","1","1","Manganese/Gold/Copper","1","never_researched"
"Tusuwa Multipurpose Cooperative Society Limited","gemstones","7","1","1","Beryllium/Feldspar/Amethyst","1","never_researched"
"Twaboola Multi-purpose Co-operative Society Limited","critical_battery","7","1","1","Iron Ore/Lead/Nickel","0","never_researched"
"Tunjile Multi-Purpose Co-operative Society Limited","base_metals","7","1","1","Malachite/Copper","1","researched_no_channel"
"Equitable Zambian Mining and Minerals Cooperative Society","industrial_minerals","7","1","1","Fluorine-Fluorite/Quartz/Clay (General)","1","never_researched"
"Tumelo Mining Cooperative Society Limited","gemstones","7","1","1","Iron Ore/Gold/Quartz","1","never_researched"
"Kamwambizi Small Scale Miners Co-operative Society Limited","gemstones","7","1","1","Quartz/Tourmaline/Aquamarine","1","never_researched"
"Kamwambizi Small Scale Mines Mining Cooperative Society","unknown","7","1","1","","1","researched_no_channel"
"KAFWA MULT-PURPOSE CO-OPERATIVE SOCIETY LIMITED","gemstones","7","1","1","Gold/Mineral Sands/Amethyst","0","never_researched"
"Kamuselula Mining Co- operative Society Limited","gold","7","1","1","Silver/Zinc/Gold","0","never_researched"
"Kadesh Multi Purpose Cooperative Society Limited","industrial_minerals","7","1","1","Feldspar/Clay (General)","1","researched_no_channel"
"Kaole New  Dawn Mining Multipurpose  Cooperative Society Limited","critical_battery","7","1","1","Manganese/Copper","1","never_researched"
"SINANKUMBI MINING COOPERATIVE SOCIETY LIMITED","gemstones","7","1","1","Tin/Gemstones/Tourmaline","0","never_researched"
"Kafubu Limestone Limited","industrial_minerals","7","1","1","Stone/Limestone (General)","1","researched_no_channel"
"SOMNOR INVESTMENT LIMITED","gold","7","1","1","Gold/Copper","1","never_researched"
"Kamaluba Youth Mult-purpose Cooperative Society Limited","gold","7","1","1","Iron Ore/Lead/Silver","1","never_researched"
"Kalundu Minerals Limited","gold","7","1","1","Gold","1","never_researched"
"Kambishi Multi-purpose Co-operative Society Limited","gemstones","7","1","1","Emerald/Copper/Cobalt","0","never_researched"
"Sitepe Cooperative Society Limited","gemstones","7","1","1","Manganese/Malachite/Nickel","0","never_researched"
"Kakafita Multi-Purpose Co-Operative Society Limited","base_metals","7","1","1","Iron Ore/Zinc/Cobalt","0","researched_no_channel"
"Kamdothi Mining Cooperative","gemstones","7","1","1","Silver/Tourmaline/Gold","1","never_researched"
"Kalumbila Multi-purpose Cooperative Society","gemstones","7","1","1","Limestone (General)/Iron Ore/Anhydrite","1","never_researched"
"Kalonga Community Muilti-Purpose Co-operative Society","critical_battery","7","1","1","Silver/Tin/Zinc","1","researched_no_channel"
